tweet_id	text	created_at	retweet_count	user_id	screen_name	#followers	#followings	#statuses	keywords	hashtags	urls
776812895472644096	Enjoyable &amp; productive meeting w/ Bert #Koenders @DutchMFA on range of issues inc Syria, Ukraine, MH17, Yemen &amp; EU exit @ukinnl	2016-09-16 16:00:01	36	3131144855	Boris Johnson	253222	45	418	[]	['Koenders']	[]
776756761252532224	Just arrived in #Holland. I will be paying my respects to war dead in #Arnhem &amp; meeting my counterpart Bert #Koenders @DutchMFA @ukinnl	2016-09-16 12:16:57	87	3131144855	Boris Johnson	253222	45	418	[]	['Holland', 'Arnhem', 'Koenders']	[]
776689539314225152	Great to be in #Siena for 24th #Pontignano conference promoting #UK-#Italy understanding &amp; friendship @UKinItaly https://t.co/BK95GmStQf	2016-09-16 07:49:51	86	3131144855	Boris Johnson	253222	45	418	[]	['Siena', 'Pontignano', 'UK', 'Italy']	[]
776470377862225920	Ukraine, Libya, Syria, migration &amp; fair pay for Brit lecturers among issues covered in my meeting w/ @PaoloGentiloni https://t.co/wVV07WrwGi	2016-09-15 17:18:58	86	3131144855	Boris Johnson	253222	45	418	[]	[]	[]
776440454367895552	Looking out over beautiful #Florence from the Palazzo Vecchio ahead of my bilateral w/ counterpart @PaoloGentiloni https://t.co/TW09dZRWWM	2016-09-15 15:20:04	126	3131144855	Boris Johnson	253222	45	418	[]	['Florence']	[]
776394344064507904	Honoured to meet British @OSCE volunteers who are monitoring eastern #Ukraine conflict under difficult conditions	2016-09-15 12:16:50	53	3131144855	Boris Johnson	253222	45	418	[]	['Ukraine']	[]
776388752465854464	Received briefing on UK training to #Ukraine armed forces. Proud we're improving @DefenceU capability &amp; saving lives https://t.co/GhQ66pfzWz	2016-09-15 11:54:37	148	3131144855	Boris Johnson	253222	45	418	[]	['Ukraine']	[]
776368923256164353	Brave @theHALOTrust staff demonstrate UK-backed demining ops in #Ukraine on day I announce £2m of additional funding https://t.co/FEJPUWAUFC	2016-09-15 10:35:50	85	3131144855	Boris Johnson	253222	45	418	[]	['Ukraine']	[]
776361072227934209	Heavenly Hundred Memorial in #Kyiv a sombre reminder of sacrifices made in the struggle for democracy &amp; sovereignty https://t.co/U8DwAkZ2cU	2016-09-15 10:04:38	222	3131144855	Boris Johnson	253222	45	418	[]	['Kyiv']	[]
776173397206261760	#UK supports a sovereign, independent &amp; democratic #Ukraine, I underlined to my counterpart @PavloKlimkin https://t.co/WNKw4ioLUJ	2016-09-14 21:38:53	174	3131144855	Boris Johnson	253222	45	418	[]	['UK', 'Ukraine']	[]
776160774691680256	#Ukraine President @poroshenko &amp; I discussed Minsk Agreement implementation, sanctions &amp; UK backing for reforms https://t.co/QAf4BP4iUq	2016-09-14 20:48:43	159	3131144855	Boris Johnson	253222	45	418	[]	['Ukraine']	[]
776097809430962177	In #Kyiv to demonstrate strength of UK friendship. #UK unwavering supporter of #Ukraine's territorial integrity &amp; reform agenda	2016-09-14 16:38:31	241	3131144855	Boris Johnson	253222	45	418	[]	['Kyiv', 'UK', 'Ukraine']	[]
776012516904341504	Good to meet my Omani counterpart &amp; agree continued cooperation. UK grateful for Oman's role in regional security https://t.co/VFvy18feMt	2016-09-14 10:59:36	217	3131144855	Boris Johnson	253222	45	418	[]	[]	[]
775730231718121472	Productive talks w/ #Iraq Foreign Minister Dr Ibrahim al-Jaafari. Agreed to work together to bring #Daesh to justice https://t.co/H4s1H4RHII	2016-09-13 16:17:54	150	3131144855	Boris Johnson	253222	45	418	[]	['Iraq', 'Daesh']	[]
775403040501358592	Sad to see @David_Cameron standing down:modernising Tory party - delivered sustained economic recovery - incredible record of public service	2016-09-12 18:37:45	365	3131144855	Boris Johnson	253222	45	418	[]	[]	[]
775376242849812480	A pleasure to meet Daw Aung San Suu Kyi &amp; congratulate her on forming #Burma's first civilian govt for over 50 years https://t.co/tqf9ipL9HK	2016-09-12 16:51:16	302	3131144855	Boris Johnson	253222	45	418	[]	['Burma']	[]
