user_screen_name	friend_id	friend_screen_name	friends_#followers	friends_#followings	friends_#statuses
michaelgove	14281853	Conservatives	222690	1631	12126
michaelgove	171876607	ScotTories	13491	197	6114
michaelgove	18904582	hmtreasury	314017	6367	5859
michaelgove	14353202	foreignoffice	646831	29440	26604
michaelgove	17481977	GOVUK	1371876	1726	7154
michaelgove	138037459	ukhomeoffice	656683	99	2724
michaelgove	40015678	MoJGovUK	340955	1483	2855
michaelgove	143478208	cabinetofficeuk	312177	292	6202
michaelgove	80606026	UKCivilService	190616	394	7329
michaelgove	136004952	afneil	545892	275	35550
michaelgove	87818409	guardian	5938720	1113	284285
michaelgove	19701628	BBC	605793	107	6924
michaelgove	18809812	toadmeister	55420	556	47596
